                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0117,                 3.0011,                 1.7413,                 0.2556,                0.05911,                0.03749,                0.01873,                 1.8313,                 4.4963,                 1.0337,              0.0033201,              0.0033201,              0.0033201
                      2,                 1.4555,                 1.6234,                 1.3634,                0.20512,                0.02544,                0.01851,                0.01005,                 1.6749,                 3.3681,                0.98601,              0.0065875,              0.0065875,              0.0065875
                      3,                 1.3379,                 1.2239,                  1.297,                0.15311,                0.02652,                0.01646,                0.00912,                 1.5954,                 3.6458,                0.97965,               0.009789,               0.009789,               0.009789
                      4,                 1.2712,                 1.0292,                 1.2717,                0.20957,                0.01784,                0.01449,                0.00915,                 1.5115,                   3.75,                0.93725,               0.009703,               0.009703,               0.009703
                      5,                 1.1236,                  0.827,                 1.1895,                0.27423,                0.01901,                0.02976,                0.01747,                 1.3625,                 2.2319,                0.88394,               0.009604,               0.009604,               0.009604
                      6,                 1.0227,                0.72197,                 1.1329,                0.25686,                0.01695,                 0.0231,                0.01507,                  1.339,                 2.2752,                0.88682,               0.009505,               0.009505,               0.009505
                      7,                0.95293,                0.65161,                 1.0969,                0.21732,                0.02347,                0.02978,                0.01716,                 1.3138,                 2.0977,                0.85721,               0.009406,               0.009406,               0.009406
                      8,                0.89158,                0.59863,                 1.0651,                0.28435,                0.02477,                0.03574,                0.02276,                 1.1817,                 1.7859,                0.82082,               0.009307,               0.009307,               0.009307
                      9,                0.83301,                0.55987,                 1.0317,                0.46691,                0.02477,                 0.0369,                0.02498,                  1.193,                 2.0026,                0.82825,               0.009208,               0.009208,               0.009208
                     10,                 0.8034,                0.53282,                  1.015,                0.29063,                0.02474,                0.04857,                0.03187,                 1.1411,                 1.6766,                0.80713,               0.009109,               0.009109,               0.009109
                     11,                0.76398,                0.50785,                0.99491,                0.29841,                0.03889,                0.05328,                0.03351,                 1.1291,                 1.6913,                0.81084,                0.00901,                0.00901,                0.00901
                     12,                0.73455,                0.48789,                0.97848,                0.38816,                0.06193,                0.07301,                0.04545,                 1.1326,                 1.6635,                0.81817,               0.008911,               0.008911,               0.008911
                     13,                0.69971,                0.46349,                0.96185,                 0.4088,                0.09182,                0.10238,                0.06525,                 1.1097,                 1.6102,                0.80375,               0.008812,               0.008812,               0.008812
                     14,                0.67422,                 0.4464,                0.94966,                0.50018,                0.15989,                0.17494,                0.11122,                 1.1056,                 1.5724,                0.81114,               0.008713,               0.008713,               0.008713
                     15,                0.64928,                0.43092,                0.93258,                0.55811,                0.16399,                0.19414,                0.12254,                 1.1193,                 1.5823,                0.81687,               0.008614,               0.008614,               0.008614
                     16,                0.63051,                0.41848,                 0.9262,                0.58153,                0.16134,                0.17911,                0.11199,                 1.0987,                 1.5791,                0.81039,               0.008515,               0.008515,               0.008515
                     17,                0.60502,                0.40354,                0.91332,                0.50705,                0.17994,                0.20623,                0.12946,                 1.0807,                 1.5466,                0.80735,               0.008416,               0.008416,               0.008416
                     18,                0.58635,                0.39419,                0.90507,                0.56096,                0.19606,                0.21585,                0.13678,                 1.0853,                 1.5677,                0.81249,               0.008317,               0.008317,               0.008317
                     19,                0.57108,                0.38426,                0.89779,                0.62161,                0.18591,                0.21434,                0.13402,                 1.0618,                 1.5017,                0.79787,               0.008218,               0.008218,               0.008218
                     20,                0.54991,                0.37266,                0.88366,                0.57246,                0.15154,                0.18571,                0.11758,                 1.0868,                 1.5926,                0.81488,               0.008119,               0.008119,               0.008119
                     21,                0.55132,                0.37436,                0.88602,                0.57959,                0.18943,                0.21378,                0.13426,                 1.0575,                 1.4844,                0.80642,                0.00802,                0.00802,                0.00802
