                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5252,                 2.6867,                 2.0175,                0.63223,                0.06786,                0.08302,                0.04367,                 2.3051,                 6.4743,                0.97365,             0.00065359,             0.00065359,             0.00065359
                      2,                 1.8125,                 1.9362,                 1.4074,                 0.2118,                0.07585,                0.03677,                0.01076,                  2.677,                 7.7425,                 1.2718,              0.0013072,              0.0013072,              0.0013072
                      3,                 1.7694,                 1.8962,                 1.3797,                0.25659,                0.06188,                 0.0405,                0.01479,                 2.1318,                 11.233,                 0.8021,              0.0019476,              0.0019476,              0.0019476
                      4,                 1.6952,                 1.8701,                  1.314,                0.34251,                0.06188,                0.05186,                0.02789,                 1.9151,                 4.0413,                0.66807,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.6122,                 1.7613,                 1.2568,                0.49001,                0.05589,                0.05694,                0.02924,                 2.0433,                 4.6562,                0.67432,              0.0019406,              0.0019406,              0.0019406
                      6,                 1.5742,                 1.7271,                 1.2187,                0.26134,                0.03194,                0.03275,                0.01906,                 1.7948,                 2.7136,                0.65308,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.5255,                 1.6738,                 1.1857,                 0.4395,                0.03792,                0.05462,                0.03112,                 1.7292,                 2.5274,                0.58964,               0.001901,               0.001901,               0.001901
                      8,                 1.4468,                 1.6786,                 1.1402,                0.40989,                0.02994,                 0.0429,                0.03058,                 1.5021,                 2.4119,                0.49372,              0.0018812,              0.0018812,              0.0018812
                      9,                 1.4337,                 1.6122,                 1.1153,                0.47606,                0.03194,                0.03611,                0.02203,                 1.5484,                 2.8361,                0.48626,              0.0018614,              0.0018614,              0.0018614
                     10,                 1.4085,                 1.6021,                 1.1088,                0.31883,                0.03084,                0.04746,                0.03204,                 1.6133,                 2.3022,                0.52353,              0.0018416,              0.0018416,              0.0018416
