                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.32147,                0.24391,                0.81143,                0.58812,                0.35626,                0.39904,                0.28162,                0.68981,                 1.2104,                0.68239,              0.0013039,              0.0013039,              0.0013039
                     24,                0.31624,                0.23854,                0.80948,                0.69384,                0.33797,                0.41571,                0.29428,                0.67395,                 1.2128,                0.67904,              0.0012874,              0.0012874,              0.0012874
                     25,                0.29887,                0.22683,                0.80087,                0.57805,                0.32308,                0.38075,                0.26286,                0.66971,                 1.2048,                0.67337,              0.0012709,              0.0012709,              0.0012709
                     26,                0.29469,                0.22479,                0.80435,                0.69057,                0.31092,                0.39569,                0.28533,                 0.6662,                 1.1798,                0.67626,              0.0012544,              0.0012544,              0.0012544
                     27,                0.28503,                0.21769,                0.80217,                0.68114,                 0.3035,                0.38231,                0.26472,                0.65719,                 1.1726,                0.67527,              0.0012379,              0.0012379,              0.0012379
                     28,                0.27117,                0.21029,                0.79214,                 0.5899,                0.34668,                  0.402,                0.29587,                0.66715,                 1.1628,                0.68187,              0.0012214,              0.0012214,              0.0012214
                     29,                0.27317,                0.21288,                0.79937,                0.60548,                0.35454,                0.42517,                0.30906,                0.65195,                 1.1692,                0.67632,              0.0012049,              0.0012049,              0.0012049
                     30,                0.26784,                0.20892,                0.79579,                0.65531,                0.27393,                0.37487,                0.27181,                0.65448,                  1.169,                0.68121,              0.0011884,              0.0011884,              0.0011884
                     31,                0.26462,                 0.2088,                0.79496,                0.56665,                 0.2401,                0.35861,                 0.2668,                0.64473,                 1.2037,                0.67733,              0.0011719,              0.0011719,              0.0011719
                     32,                0.25545,                0.19922,                0.79297,                0.58718,                0.28659,                0.40991,                0.30398,                0.63874,                 1.1481,                0.67816,              0.0011554,              0.0011554,              0.0011554
                     33,                0.24159,                0.18987,                0.78494,                0.57468,                0.25017,                0.38405,                0.28676,                0.63132,                 1.1518,                0.67221,              0.0011389,              0.0011389,              0.0011389
                     34,                0.24296,                0.19012,                0.78478,                0.66572,                0.27965,                0.40942,                0.29977,                 0.6443,                 1.1383,                0.68226,              0.0011224,              0.0011224,              0.0011224
                     35,                0.24174,                 0.1901,                0.78993,                0.58726,                0.24628,                0.35693,                0.25924,                0.64796,                 1.1175,                0.68241,              0.0011059,              0.0011059,              0.0011059
                     36,                0.23603,                0.18912,                0.78797,                0.61878,                0.30385,                0.39694,                0.30085,                0.63721,                 1.1641,                0.67846,              0.0010894,              0.0010894,              0.0010894
                     37,                0.23481,                0.18597,                0.78851,                0.63406,                0.29291,                0.38156,                0.27646,                0.62989,                 1.1599,                0.67543,              0.0010729,              0.0010729,              0.0010729
                     38,                0.22552,                0.17913,                0.78577,                0.59499,                0.29478,                0.38909,                0.28833,                0.62884,                  1.164,                0.67353,              0.0010564,              0.0010564,              0.0010564
                     39,                0.21897,                0.17503,                0.78556,                0.64035,                0.26681,                0.38149,                0.27903,                0.62721,                 1.1432,                0.67261,              0.0010399,              0.0010399,              0.0010399
                     40,                0.21683,                 0.1724,                 0.7849,                0.64066,                0.29412,                0.42695,                0.31658,                0.62848,                 1.1441,                0.68085,              0.0010234,              0.0010234,              0.0010234
