                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5599,                 1.7685,                 1.4613,                0.57382,                0.08685,                 0.0932,                0.05609,                 1.2854,                 2.1564,                0.83458,              0.0033069,              0.0033069,              0.0033069
                      2,                 1.0524,                0.81505,                 1.1212,                0.56506,                0.05944,                0.06967,                0.04308,                 1.1719,                 2.2235,                0.79005,              0.0066183,              0.0066183,              0.0066183
                      3,                 1.0431,                0.77523,                 1.1009,                0.41604,                0.03373,                0.03406,                0.02107,                 1.2669,                 4.8823,                0.83182,              0.0099077,              0.0099077,              0.0099077
                      4,                 1.0406,                0.76919,                 1.1087,                 0.2697,                0.03721,                0.04173,                0.02532,                 1.3624,                 3.3421,                 0.8952,               0.009901,               0.009901,               0.009901
                      5,                0.96629,                0.68612,                 1.0722,                 0.3837,                0.04553,                0.05073,                0.03161,                 1.1285,                 2.8671,                 0.7908,               0.009868,               0.009868,               0.009868
                      6,                0.89542,                0.62036,                 1.0329,                0.38161,                0.05185,                0.06142,                0.03961,                 1.0818,                 2.0615,                 0.7758,               0.009835,               0.009835,               0.009835
                      7,                0.82586,                0.57293,                 1.0027,                0.67085,                0.07293,                0.08853,                0.06018,                      1,                 1.7843,                0.74332,               0.009802,               0.009802,               0.009802
                      8,                0.76421,                0.54335,                0.96844,                0.49523,                0.05818,                 0.0825,                0.05517,                0.97924,                 1.5685,                0.74709,               0.009769,               0.009769,               0.009769
                      9,                 0.7364,                0.50446,                0.95958,                0.47577,                0.06239,                0.08549,                0.05977,                0.97177,                  1.539,                0.74828,               0.009736,               0.009736,               0.009736
                     10,                0.69476,                0.47542,                0.93644,                0.75954,                0.14781,                   0.17,                0.11829,                0.94447,                 1.4773,                0.73546,               0.009703,               0.009703,               0.009703
                     11,                0.65212,                0.44969,                 0.9204,                0.84325,                0.21459,                0.24204,                0.17228,                0.91835,                 1.9499,                0.73261,                0.00967,                0.00967,                0.00967
                     12,                0.62751,                0.42792,                0.91024,                0.81219,                0.37057,                0.39263,                0.27801,                0.93196,                 1.5261,                  0.739,               0.009637,               0.009637,               0.009637
                     13,                0.60261,                0.41334,                0.89535,                0.76124,                0.21037,                0.23225,                0.16625,                0.85927,                 1.3513,                0.71156,               0.009604,               0.009604,               0.009604
                     14,                0.57391,                0.39722,                0.88624,                0.86146,                0.26476,                0.30089,                0.21618,                0.89533,                 1.3275,                0.72302,               0.009571,               0.009571,               0.009571
                     15,                0.55146,                0.37974,                0.87537,                0.86721,                 0.3827,                0.42326,                  0.304,                0.86207,                 1.3634,                0.72192,               0.009538,               0.009538,               0.009538
                     16,                0.53391,                 0.3713,                0.86597,                0.85204,                0.33474,                0.37041,                0.26845,                0.86092,                  1.301,                0.72032,               0.009505,               0.009505,               0.009505
