                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9683,                 3.0035,                 1.7215,                0.36182,                0.04882,                0.04142,                0.02206,                 1.6906,                 4.1511,                0.99123,              0.0033201,              0.0033201,              0.0033201
                      2,                 1.4535,                 1.6104,                 1.3685,                0.30155,                0.02451,                0.02104,                0.01049,                 1.7357,                 3.6572,                 1.0143,              0.0065875,              0.0065875,              0.0065875
                      3,                 1.3303,                 1.2235,                 1.2906,                0.11626,                0.01642,                0.00963,                0.00473,                 2.0791,                 4.2508,                 1.2392,               0.009789,               0.009789,               0.009789
                      4,                 1.2875,                 1.0399,                   1.28,                0.15701,                0.00977,                0.01373,                0.00787,                 1.7983,                 3.2459,                 1.0908,               0.009703,               0.009703,               0.009703
                      5,                 1.1244,                0.82708,                   1.19,                0.23356,                 0.0186,                0.02348,                 0.0133,                 1.7852,                 3.4688,                 1.0878,               0.009604,               0.009604,               0.009604
                      6,                 1.0208,                0.72234,                 1.1318,                0.04573,                0.01461,                0.03241,                0.01865,                 1.9795,                 3.9614,                 1.2146,               0.009505,               0.009505,               0.009505
                      7,                0.93955,                0.64793,                 1.0891,                0.28794,                0.02497,                0.04365,                0.02337,                 1.5239,                 2.6458,                0.98371,               0.009406,               0.009406,               0.009406
                      8,                0.88702,                 0.6057,                 1.0595,                 0.0908,                0.04346,                0.06807,                0.03919,                 1.8804,                 4.4695,                 1.1681,               0.009307,               0.009307,               0.009307
                      9,                0.83695,                0.56553,                 1.0332,                0.24615,                0.03187,                0.04592,                0.02525,                 1.2773,                 2.0754,                0.86059,               0.009208,               0.009208,               0.009208
                     10,                0.79785,                0.53414,                 1.0106,                0.01227,                0.00558,                0.00945,                0.00509,                 3.5386,                 9.6726,                 2.2023,               0.009109,               0.009109,               0.009109
                     11,                0.75259,                0.49884,                0.98399,                0.33688,                0.06087,                  0.094,                0.05286,                 1.8481,                 3.6565,                 1.1339,                0.00901,                0.00901,                0.00901
                     12,                0.71758,                0.48273,                0.96944,                0.52003,                0.14407,                 0.1757,                0.10415,                 1.4024,                 2.5997,                0.92504,               0.008911,               0.008911,               0.008911
                     13,                0.70635,                0.46968,                 0.9657,                0.44542,                0.12297,                0.14165,                 0.0933,                 1.2022,                 1.8407,                0.84094,               0.008812,               0.008812,               0.008812
                     14,                0.67398,                0.44853,                0.94425,                0.40695,                0.16122,                0.15317,                0.08914,                 1.1976,                 1.8702,                0.84583,               0.008713,               0.008713,               0.008713
                     15,                 0.6403,                0.42816,                0.92504,                0.60663,                0.15171,                0.17823,                 0.1057,                 1.1538,                 1.6924,                0.82138,               0.008614,               0.008614,               0.008614
                     16,                0.62074,                0.41541,                0.91785,                0.38484,                0.11189,                0.11475,                0.06891,                 1.3201,                  2.097,                0.90085,               0.008515,               0.008515,               0.008515
                     17,                0.59702,                0.40205,                0.90755,                0.45229,                0.17309,                0.18756,                0.11446,                 1.2827,                 2.1953,                0.90346,               0.008416,               0.008416,               0.008416
                     18,                 0.5825,                 0.3928,                0.89749,                0.58009,                0.17497,                  0.216,                0.13506,                  1.184,                 1.8285,                0.84596,               0.008317,               0.008317,               0.008317
                     19,                0.56388,                0.38038,                0.89055,                 0.4408,                 0.1642,                 0.1815,                0.10416,                 1.3217,                 2.0888,                  0.908,               0.008218,               0.008218,               0.008218
                     20,                0.54647,                0.37019,                0.88448,                0.51319,                0.13683,                 0.1934,                0.12581,                 1.3896,                 2.9282,                0.96543,               0.008119,               0.008119,               0.008119
                     21,                0.53112,                0.36146,                0.87815,                0.44695,                0.12223,                0.14381,                 0.0873,                  1.544,                 2.9332,                 1.0216,                0.00802,                0.00802,                0.00802
                     22,                0.51561,                0.35237,                0.87175,                0.56438,                0.14478,                0.21505,                0.13305,                 1.2146,                 1.9758,                0.88314,               0.007921,               0.007921,               0.007921
                     23,                 0.5018,                0.34498,                0.86612,                0.26881,                0.08067,                0.10525,                0.06343,                 1.8323,                  4.762,                 1.2143,               0.007822,               0.007822,               0.007822
                     24,                0.48958,                0.33756,                0.86074,                0.54234,                0.17624,                0.22097,                0.14083,                 1.1807,                 1.9579,                0.84949,               0.007723,               0.007723,               0.007723
