                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3163,                  2.636,                 2.0858,                0.00091,                0.00183,                 0.0001,                  2e-05,                 4.7382,                    inf,                 19.631,             0.00066225,             0.00066225,             0.00066225
                      2,                 2.2852,                 2.0033,                  2.116,                0.28127,                0.04596,                0.03188,                0.00903,                 2.4933,                 6.1138,                  1.782,              0.0013158,              0.0013158,              0.0013158
                      3,                 2.1995,                  1.916,                 2.1012,                0.10268,                0.02294,                  0.012,                0.00438,                 2.8533,                 12.555,                 2.0624,              0.0019561,              0.0019561,              0.0019561
                      4,                 2.0672,                 1.7832,                 1.9655,                0.23271,                 0.0422,                0.03152,                0.01146,                 2.1219,                 4.3603,                 1.4337,              0.0019406,              0.0019406,              0.0019406
                      5,                  1.991,                 1.7191,                 1.9087,                0.23938,                0.04771,                0.04427,                0.01703,                 2.0865,                 3.7881,                 1.4251,              0.0019406,              0.0019406,              0.0019406
                      6,                  1.943,                 1.6665,                 1.8785,                 0.4737,                0.03551,                0.02891,                0.01442,                 1.9104,                 9.6718,                  1.325,              0.0019208,              0.0019208,              0.0019208
                      7,                 1.9309,                 1.5916,                 1.8536,                0.20556,                0.02294,                0.02042,                0.00819,                 2.0538,                 3.4955,                 1.3903,               0.001901,               0.001901,               0.001901
                      8,                 1.8564,                 1.5445,                  1.803,                0.33147,                0.02752,                 0.0276,                0.01411,                 1.8344,                 3.4218,                 1.2399,              0.0018812,              0.0018812,              0.0018812
                      9,                 1.8068,                 1.4897,                 1.7625,                0.23855,                0.03211,                0.03567,                0.01927,                 1.7599,                 2.9615,                 1.2091,              0.0018614,              0.0018614,              0.0018614
                     10,                 1.7992,                 1.4577,                 1.7593,                0.33998,                0.04037,                0.04931,                 0.0253,                 1.7045,                 2.9253,                 1.1931,              0.0018416,              0.0018416,              0.0018416
                     11,                 1.7425,                 1.4209,                 1.7237,                0.40249,                0.03578,                0.05055,                0.02793,                 1.6459,                 2.5765,                 1.1663,              0.0018218,              0.0018218,              0.0018218
                     12,                 1.6709,                 1.3385,                 1.6739,                0.28367,                0.05046,                0.05344,                 0.0281,                  1.729,                 2.8865,                  1.196,               0.001802,               0.001802,               0.001802
                     13,                 1.6997,                  1.335,                 1.6906,                0.29154,                0.03775,                0.04637,                0.02504,                 1.7229,                 2.6581,                 1.1949,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.6401,                 1.2798,                 1.6474,                0.35521,                0.04862,                0.06159,                 0.0323,                  1.654,                 2.5372,                 1.1603,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.6428,                 1.2642,                 1.6451,                0.29619,                0.05229,                0.05519,                0.03256,                 1.5788,                 2.5324,                 1.1409,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.6052,                 1.2636,                 1.6257,                0.29023,                0.03945,                0.04378,                0.02218,                 1.8093,                 2.8484,                 1.2482,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.5525,                 1.1797,                 1.5927,                0.44868,                0.07615,                0.08653,                0.04373,                 1.7281,                 2.5747,                 1.1958,               0.001703,               0.001703,               0.001703
                     18,                 1.5772,                 1.2017,                 1.5921,                0.34669,                0.06606,                 0.0651,                0.03131,                 1.6202,                 2.5882,                 1.1367,              0.0016832,              0.0016832,              0.0016832
                     19,                  1.575,                 1.1895,                 1.6027,                0.37381,                0.07706,                 0.0929,                0.05055,                 1.4577,                 2.3276,                  1.079,              0.0016634,              0.0016634,              0.0016634
                     20,                  1.518,                 1.1571,                 1.5589,                 0.4599,                0.11009,                0.10924,                0.05437,                  1.584,                 2.4245,                 1.1349,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.5017,                 1.1509,                 1.5431,                0.51936,                0.18165,                0.17305,                0.09015,                 1.5679,                 2.3122,                 1.1283,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.4935,                 1.1115,                 1.5393,                0.56794,                0.21345,                0.21977,                0.11446,                  1.462,                  2.232,                 1.0651,               0.001604,               0.001604,               0.001604
                     23,                 1.4551,                 1.1034,                 1.5096,                0.56489,                0.19177,                 0.1927,                0.10052,                 1.4504,                 2.2739,                 1.0609,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.4571,                 1.0981,                 1.5091,                 0.6466,                0.28349,                0.29736,                0.16986,                 1.3703,                 2.0625,                 1.0278,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.4196,                 1.0587,                 1.4807,                0.64427,                0.31651,                0.32748,                  0.178,                 1.4302,                 2.1214,                 1.0543,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.4011,                 1.0439,                 1.4828,                0.64383,                 0.3367,                0.35065,                0.19442,                  1.422,                  2.012,                 1.0489,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.4038,                 1.0425,                 1.4807,                 0.6193,                0.30595,                0.30552,                0.16616,                 1.4076,                 2.0436,                 1.0469,               0.001505,               0.001505,               0.001505
                     28,                 1.3795,                 1.0164,                  1.461,                 0.6562,                0.28017,                0.30021,                0.17147,                 1.3707,                  1.974,                 1.0267,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.3391,                0.99424,                  1.442,                 0.6154,                0.26424,                 0.2683,                0.14336,                 1.4525,                 2.0575,                 1.0607,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.3567,                0.96015,                 1.4556,                0.66846,                0.30459,                0.32944,                0.18574,                 1.3397,                 1.8673,                 1.0056,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.3388,                0.97266,                 1.4386,                0.59317,                0.27982,                0.28966,                0.16443,                 1.3391,                 1.9758,                 1.0086,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.3288,                0.96074,                 1.4372,                0.67689,                0.34404,                0.36957,                0.20652,                 1.3697,                 2.0035,                 1.0198,               0.001406,               0.001406,               0.001406
                     33,                  1.282,                0.93329,                 1.3923,                0.67452,                0.29083,                0.31324,                0.17466,                 1.3218,                 1.8731,                  1.001,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.3085,                0.94683,                 1.4221,                 0.6088,                0.31009,                0.32075,                0.18309,                  1.284,                 1.8876,                0.97972,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.2859,                0.93342,                 1.3869,                0.75932,                0.36881,                0.42311,                0.24936,                 1.2983,                  1.872,                0.97742,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.2578,                0.91108,                  1.383,                  0.646,                 0.3211,                0.33555,                0.18847,                 1.3994,                 1.9641,                 1.0306,              0.0013268,              0.0013268,              0.0013268
                     37,                   1.26,                0.89082,                 1.3657,                0.63089,                0.33871,                0.35813,                0.19689,                 1.3867,                 1.9127,                 1.0435,               0.001307,               0.001307,               0.001307
                     38,                 1.2216,                0.87765,                 1.3538,                0.66475,                0.25832,                0.27533,                0.16397,                 1.2752,                 1.7473,                0.97332,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.2138,                0.87355,                 1.3499,                0.65652,                 0.2844,                0.30532,                0.17243,                 1.3114,                  1.844,                0.99192,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.1856,                0.85769,                 1.3376,                 0.6018,                0.29083,                0.29083,                0.17338,                 1.3204,                 1.8785,                 1.0037,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.1614,                0.84402,                 1.3097,                 0.6677,                0.33028,                0.35249,                0.20787,                 1.2722,                 1.7532,                0.96728,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.1588,                0.82684,                 1.3022,                0.77148,                0.39083,                0.44689,                0.28348,                 1.2039,                 1.7034,                0.93146,               0.001208,               0.001208,               0.001208
                     43,                 1.1355,                 0.8153,                 1.2942,                0.65309,                0.32477,                 0.3407,                0.20216,                 1.2997,                 1.7999,                 0.9914,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.1114,                0.79001,                 1.2663,                0.75616,                0.31835,                0.35728,                0.21833,                 1.2637,                  1.735,                0.96252,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.1155,                0.77878,                 1.2748,                0.77738,                 0.3578,                0.39905,                0.25143,                 1.1687,                 1.5976,                0.92491,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.1108,                0.79391,                 1.2619,                0.73083,                0.33378,                0.36888,                0.22367,                  1.258,                 1.8088,                0.97134,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.0927,                0.77901,                 1.2636,                0.73976,                0.36789,                0.40707,                0.25185,                 1.1984,                 1.6874,                0.93915,               0.001109,               0.001109,               0.001109
                     48,                 1.0857,                0.77075,                 1.2602,                0.78363,                0.37214,                0.43034,                0.28128,                 1.1015,                 1.5154,                0.89125,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.0563,                0.74366,                 1.2406,                0.77535,                 0.3578,                 0.4008,                0.25484,                 1.1411,                 1.5677,                 0.9019,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.0557,                0.74829,                 1.2284,                0.73585,                0.30917,                0.35236,                0.22878,                 1.1436,                 1.5239,                 0.9149,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.0473,                0.74077,                 1.2442,                0.77977,                0.37431,                0.42808,                0.28169,                 1.1016,                 1.5604,                0.89638,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.0503,                0.74938,                 1.2387,                0.74538,                0.38716,                0.43075,                 0.2725,                 1.1397,                 1.6161,                0.91067,                0.00101,                0.00101,                0.00101
                     53,                 1.0328,                0.72354,                 1.2266,                0.74992,                 0.3156,                0.35718,                0.20868,                 1.2889,                 1.6404,                0.99766,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.0249,                0.74299,                 1.2347,                0.78453,                0.31101,                 0.3505,                 0.2268,                 1.0723,                 1.4563,                0.87247,              0.0009704,              0.0009704,              0.0009704
                     55,                0.98671,                0.69157,                 1.1978,                0.77357,                0.31376,                0.36452,                0.23584,                 1.0922,                 1.4385,                0.88343,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.0012,                0.68768,                 1.2062,                0.70313,                0.29986,                0.33426,                0.20449,                 1.2446,                 1.6128,                0.97642,              0.0009308,              0.0009308,              0.0009308
                     57,                0.98203,                0.70242,                 1.1903,                0.80256,                0.34679,                0.40495,                0.25791,                 1.1962,                 1.5711,                0.93764,               0.000911,               0.000911,               0.000911
                     58,                0.96445,                0.68166,                 1.1931,                0.72467,                0.35688,                0.39715,                0.26133,                 1.0826,                 1.4584,                0.87927,              0.0008912,              0.0008912,              0.0008912
                     59,                0.96119,                 0.6682,                 1.1733,                0.77226,                0.35963,                0.41285,                0.26153,                 1.1138,                 1.4432,                0.90335,              0.0008714,              0.0008714,              0.0008714
                     60,                0.95113,                0.65765,                 1.1799,                0.77051,                0.35116,                0.40852,                 0.2557,                  1.232,                 1.5998,                0.95945,              0.0008516,              0.0008516,              0.0008516
                     61,                 0.9457,                0.65279,                 1.1607,                0.71401,                0.33853,                0.37543,                0.24173,                 1.1786,                 1.5655,                0.93693,              0.0008318,              0.0008318,              0.0008318
                     62,                0.93771,                0.66583,                 1.1728,                0.82491,                0.31743,                 0.3731,                0.24783,                 1.0677,                 1.3722,                0.89111,               0.000812,               0.000812,               0.000812
                     63,                0.91445,                0.63785,                 1.1474,                0.73642,                0.32385,                0.37105,                0.24049,                  1.111,                 1.4637,                0.89926,              0.0007922,              0.0007922,              0.0007922
                     64,                0.91313,                0.63452,                 1.1417,                0.78517,                0.37798,                0.43916,                0.29023,                 1.0583,                 1.4438,                0.88225,              0.0007724,              0.0007724,              0.0007724
                     65,                0.91682,                 0.6367,                 1.1529,                0.73411,                0.37742,                 0.4262,                0.29137,                 1.0096,                 1.3774,                0.85044,              0.0007526,              0.0007526,              0.0007526
                     66,                0.87583,                 0.6033,                 1.1205,                 0.7722,                0.33119,                0.38039,                0.25363,                 1.0832,                 1.4072,                0.88175,              0.0007328,              0.0007328,              0.0007328
                     67,                0.87818,                0.61584,                 1.1307,                0.77948,                0.35321,                0.40093,                0.26035,                 1.0967,                 1.3888,                0.88827,               0.000713,               0.000713,               0.000713
                     68,                0.87259,                 0.6095,                 1.1359,                0.79506,                0.34495,                0.39987,                0.26554,                  1.068,                 1.3601,                0.87911,              0.0006932,              0.0006932,              0.0006932
                     69,                0.87308,                0.60462,                 1.1279,                0.73507,                0.34872,                0.39986,                 0.2556,                 1.1671,                 1.5323,                 0.9334,              0.0006734,              0.0006734,              0.0006734
                     70,                0.85962,                0.59897,                  1.125,                0.81724,                0.32569,                 0.3799,                0.24829,                 1.0902,                 1.3969,                0.89729,              0.0006536,              0.0006536,              0.0006536
                     71,                0.89422,                0.64868,                 1.1448,                0.78146,                0.33853,                0.38958,                0.25471,                 1.0592,                 1.3585,                0.87558,              0.0006338,              0.0006338,              0.0006338
                     72,                0.83117,                 0.5785,                 1.1098,                0.84704,                0.37431,                 0.4418,                0.30096,                 1.0616,                 1.3752,                0.87799,               0.000614,               0.000614,               0.000614
                     73,                0.81107,                 0.5742,                 1.0931,                0.84986,                0.36514,                0.42411,                0.28838,                0.99708,                 1.2819,                 0.8392,              0.0005942,              0.0005942,              0.0005942
                     74,                0.82409,                0.58657,                 1.1018,                0.87239,                0.37006,                0.45345,                0.30911,                 1.0227,                 1.3203,                0.84995,              0.0005744,              0.0005744,              0.0005744
                     75,                 0.8283,                0.57194,                 1.0937,                0.83137,                0.36636,                 0.4474,                0.30817,                 1.0398,                 1.3576,                0.86666,              0.0005546,              0.0005546,              0.0005546
                     76,                 0.8072,                0.57461,                  1.092,                0.81146,                0.34037,                0.40542,                0.27672,                 1.0362,                 1.3112,                0.86375,              0.0005348,              0.0005348,              0.0005348
                     77,                0.78384,                0.55221,                  1.077,                0.73083,                0.33761,                0.38301,                 0.2524,                 1.0523,                 1.3562,                0.86907,               0.000515,               0.000515,               0.000515
                     78,                0.77407,                 0.5486,                 1.0609,                 0.8573,                0.34679,                0.42442,                0.28517,                 1.0724,                 1.3294,                0.89201,              0.0004952,              0.0004952,              0.0004952
                     79,                0.77386,                0.54821,                 1.0729,                 0.8137,                0.31256,                0.36727,                0.24841,                 1.0186,                 1.2911,                0.85884,              0.0004754,              0.0004754,              0.0004754
                     80,                0.75715,                0.54124,                  1.059,                0.83407,                0.31468,                0.38659,                0.25682,                 1.0709,                  1.352,                0.89058,              0.0004556,              0.0004556,              0.0004556
                     81,                0.76476,                0.53638,                 1.0556,                0.82996,                0.33486,                0.41836,                0.28781,                 1.0003,                 1.2804,                 0.8378,              0.0004358,              0.0004358,              0.0004358
                     82,                0.74793,                0.53659,                 1.0551,                0.83756,                0.33394,                  0.406,                0.28169,                0.97733,                 1.2666,                0.82936,               0.000416,               0.000416,               0.000416
                     83,                0.74746,                 0.5339,                 1.0541,                0.83203,                0.32018,                0.39986,                0.27068,                0.97279,                 1.2652,                0.83492,              0.0003962,              0.0003962,              0.0003962
                     84,                 0.7456,                0.54143,                 1.0571,                0.78827,                0.32294,                0.39694,                0.27327,                 1.0106,                  1.312,                0.85059,              0.0003764,              0.0003764,              0.0003764
                     85,                0.71457,                0.50341,                 1.0474,                0.78233,                0.30092,                0.38215,                 0.2608,                 1.0012,                 1.2611,                0.84484,              0.0003566,              0.0003566,              0.0003566
                     86,                0.72325,                0.51339,                 1.0418,                0.78545,                0.29174,                0.36773,                0.25761,                0.97996,                  1.238,                0.83109,              0.0003368,              0.0003368,              0.0003368
                     87,                0.69559,                0.50315,                 1.0299,                 0.7593,                0.26881,                0.34045,                0.22111,                 1.1011,                 1.3527,                0.89829,               0.000317,               0.000317,               0.000317
                     88,                0.70558,                0.49853,                 1.0283,                0.76914,                0.28624,                0.35982,                0.24208,                  1.031,                 1.2515,                 0.8575,              0.0002972,              0.0002972,              0.0002972
                     89,                0.70564,                0.50071,                 1.0295,                0.80503,                0.27523,                0.34258,                0.23165,                0.98842,                  1.255,                0.84022,              0.0002774,              0.0002774,              0.0002774
                     90,                0.67968,                0.48577,                 1.0173,                0.78048,                0.26147,                0.33674,                0.22973,                  1.023,                 1.2899,                0.85205,              0.0002576,              0.0002576,              0.0002576
                     91,                0.67485,                 0.4884,                 1.0049,                0.80133,                0.26697,                0.35248,                0.25307,                0.95923,                 1.2013,                0.82274,              0.0002378,              0.0002378,              0.0002378
                     92,                0.68414,                0.48689,                 1.0208,                0.80821,                0.26789,                0.34258,                0.24481,                0.98895,                 1.2363,                0.84285,               0.000218,               0.000218,               0.000218
                     93,                0.65406,                0.47266,                 1.0027,                0.78558,                0.25505,                0.33014,                0.23168,                0.99831,                 1.2382,                0.83909,              0.0001982,              0.0001982,              0.0001982
                     94,                0.66397,                0.48139,                 1.0118,                0.83543,                0.29541,                0.39255,                0.27225,                 1.0104,                 1.2435,                0.85442,              0.0001784,              0.0001784,              0.0001784
                     95,                0.66148,                0.47734,                 1.0165,                0.79284,                0.30459,                0.39318,                0.28049,                0.99644,                  1.248,                0.84567,              0.0001586,              0.0001586,              0.0001586
                     96,                0.64804,                0.46468,                 1.0028,                0.80123,                 0.2789,                0.36233,                0.25398,                  1.017,                 1.2667,                0.85904,              0.0001388,              0.0001388,              0.0001388
                     97,                 0.6359,                0.46051,                 1.0003,                0.78028,                0.27523,                0.35491,                0.24462,                 1.0116,                 1.2254,                0.85365,               0.000119,               0.000119,               0.000119
                     98,                0.63318,                0.45495,                 1.0052,                0.80912,                0.26697,                0.35826,                0.25245,                 1.0191,                 1.2384,                0.86159,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 0.6392,                0.47839,                  1.003,                0.84838,                0.29174,                0.38495,                0.27158,                 1.0147,                 1.2357,                0.85644,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.63091,                0.45362,                0.99706,                0.83902,                0.26239,                0.35977,                0.25223,                 1.0008,                 1.2323,                0.84851,               5.96e-05,               5.96e-05,               5.96e-05
